Date;Open;High;Low;Close
19780116;89.69;90.11;88.88;89.43
19780117;89.43;90.31;89.05;89.88
19780118;89.88;90.86;89.59;90.56
19780119;90.56;91.04;89.74;90.09
19780120;90.09;90.27;89.41;89.89
19780123;89.89;90.08;88.81;89.24
19780124;89.24;89.80;88.67;89.25
19780125;89.25;89.94;88.83;89.39
19780126;89.39;89.79;88.31;88.58
19780127;88.58;89.10;88.02;88.58
19780130;88.58;89.67;88.26;89.34
19780131;89.34;89.92;88.61;89.25
19780201;89.25;90.24;88.82;89.93
19780202;89.93;90.91;89.54;90.13
19780203;90.13;90.32;89.19;89.62
19780206;89.62;89.85;88.95;89.50
19780207;89.50;90.53;89.38;90.33
19780208;90.33;91.32;90.09;90.83
19780209;90.83;90.96;89.84;90.30
19780210;90.30;90.69;89.56;90.08
19780213;90.08;90.30;89.38;89.86
19780214;89.86;89.89;88.70;89.04
19780215;89.04;89.40;88.30;88.83
19780216;88.77;88.77;87.64;88.08
19780217;88.08;88.70;87.55;87.96
19780221;87.96;88.19;87.09;87.59
19780222;87.59;88.15;87.19;87.56
19780223;87.56;87.92;86.83;87.64
19780224;87.66;88.87;87.66;88.49
19780227;88.49;88.97;87.49;87.72
19780228;87.72;87.76;86.58;87.04
19780301;87.04;87.63;86.45;87.19
19780302;87.19;87.81;86.69;87.32
19780303;87.32;87.98;86.83;87.45
19780306;87.45;87.52;86.48;86.90
19780307;86.90;87.63;86.55;87.36
19780308;87.36;88.08;86.97;87.84
19780309;87.84;88.49;87.34;87.89
19780310;87.89;89.25;87.82;88.88
19780313;88.88;89.77;88.48;88.95
19780314;88.95;89.62;88.21;89.35
19780315;89.35;89.73;88.52;89.12
19780316;89.12;89.77;88.58;89.51
19780317;89.51;90.52;89.17;90.20
19780320;90.20;91.35;90.10;90.82
19780321;90.82;91.06;89.50;89.79
19780322;89.79;90.07;88.99;89.47
19780323;89.47;89.90;88.83;89.36
19780327;89.36;89.50;88.51;88.87
19780328;88.87;89.76;88.47;89.50
19780329;89.50;90.17;89.14;89.64
19780330;89.64;89.89;88.97;89.41
19780331;89.41;89.64;88.68;89.21
19780403;89.20;89.20;88.07;88.46
19780404;88.46;89.18;88.16;88.86
19780405;88.86;89.91;88.62;89.64
19780406;89.64;90.46;89.31;89.79
19780407;89.79;90.59;89.39;90.17
19780410;90.17;90.88;89.73;90.49
19780411;90.49;90.79;89.77;90.25
19780412;90.25;90.78;89.65;90.11
19780413;90.11;91.27;89.82;90.98
19780414;91.40;93.31;91.40;92.92
19780417;93.60;95.89;93.60;94.45
19780418;94.45;94.72;92.87;93.43
19780419;93.43;94.48;92.75;93.86
19780420;93.97;95.71;93.97;94.54
19780421;94.54;95.09;93.71;94.34
19780424;94.34;96;94.08;95.77
19780425;96.05;97.91;96.05;96.64
19780426;96.64;97.75;95.96;96.82
19780427;96.82;96.93;95.30;95.86
19780428;95.86;97.10;95.24;96.83
19780501;96.83;98.30;96.41;97.67
19780502;97.67;98.11;96.44;97.25
19780503;97.25;97.61;95.84;96.26
19780504;96.26;96.43;94.57;95.93
19780505;95.93;97.44;95.56;96.53
19780508;96.53;97.50;95.82;96.19
19780509;96.19;96.68;95.33;95.90
19780510;95.90;96.69;95.35;95.92
19780511;95.92;97.47;95.60;97.20
19780512;97.20;98.89;97.14;98.07
19780515;98.07;99.11;97.40;98.76
19780516;98.76;100.16;98.61;99.35
19780517;99.35;100.32;98.63;99.60
19780518;99.60;100.04;98.19;98.62
19780519;98.62;99.06;97.42;98.12
19780522;98.12;99.43;97.65;99.09
19780523;99.09;99.17;97.53;98.05
19780524;97.74;97.74;96.27;97.08
19780525;97.08;97.80;96.30;96.80
19780526;96.80;97.14;96.01;96.58
19780530;96.58;97.23;95.95;96.86
19780531;96.86;97.97;96.50;97.24
19780601;97.24;97.95;96.63;97.35
19780602;97.35;98.52;97.01;98.14
19780605;98.14;100.27;97.97;99.95
19780606;99.95;101.84;99.90;100.32
19780607;100.32;100.81;99.36;100.12
19780608;100.12;101.21;99.55;100.21
19780609;100.21;100.71;99.30;99.93
19780612;99.93;100.60;99.16;99.55
19780613;99.55;99.98;98.43;99.57
19780614;99.57;100.68;98.89;99.48
19780615;99.48;99.54;97.97;98.34
19780616;98.34;98.59;97.10;97.42
19780619;97.42;97.94;96.53;97.49
19780620;97.49;97.78;96.15;96.51
19780621;96.51;96.74;95.42;96.01
19780622;96.01;96.76;95.52;96.24
19780623;96.24;96.98;95.49;95.85
19780626;95.85;96.06;94.31;94.60
19780627;94.60;95.48;93.99;94.98
19780628;94.98;95.79;94.44;95.40
19780629;95.40;96.26;95;95.57
19780630;95.57;95.96;94.87;95.53
19780703;95.53;95.65;94.62;95.09
19780705;95.09;95.20;93.78;94.27
19780706;94.27;94.83;93.59;94.32
19780707;94.32;95.32;94.02;94.89
19780710;94.89;95.67;94.28;95.27
19780711;95.27;96.49;94.92;95.93
19780712;95.93;96.83;95.50;96.24
19780713;96.24;96.66;95.42;96.25
19780714;96.25;97.88;95.89;97.58
19780717;97.58;98.84;97.24;97.78
19780718;97.78;97.98;96.52;96.87
19780719;96.87;98.41;96.71;98.12
19780720;98.12;99.18;97.49;98.03
19780721;98.03;98.57;97.02;97.75
19780724;97.75;98.13;96.72;97.72
19780725;97.72;98.73;97.20;98.44
19780726;99.08;99.08;99.08;99.08
19780727;99.08;100.17;98.60;99.54
19780728;99.54;100.51;98.90;100
19780731;100;101.18;99.37;100.68
19780801;100.68;101.46;99.95;100.66
19780802;100.66;103.21;100.18;102.92
19780803;102.92;105.41;102.82;103.51
19780804;103.51;104.67;102.75;103.92
19780807;103.92;104.84;103.03;103.55
19780808;103.55;104.35;102.60;104.01
19780809;104.01;105.72;103.70;104.50
19780810;104.50;105.11;103.10;103.66
19780811;103.66;104.67;102.85;103.96
19780814;103.96;104.98;103.40;103.97
19780815;103.97;104.38;102.86;103.85
19780816;103.85;105.15;103.41;104.65
19780817;104.65;106.27;104.34;105.08
19780818;105.08;105.98;104.23;104.73
19780821;104.73;105.20;103.44;103.89
19780822;103.89;104.79;103.14;104.31
19780823;104.31;105.68;104.12;104.91
19780824;104.91;105.86;104.29;105.08
19780825;105.08;105.68;104.24;104.90
19780828;104.90;105.14;103.61;103.96
19780829;103.96;104.34;102.92;103.39
19780830;103.39;104.26;102.70;103.50
19780831;103.50;104.05;102.63;103.29
19780901;103.29;104.27;102.73;103.68
19780905;103.68;104.83;103.31;104.49
19780906;104.51;106.19;104.51;105.38
19780907;105.38;106.49;104.76;105.42
19780908;105.50;107.19;105.50;106.79
19780911;106.79;108.05;106.42;106.98
19780912;106.98;107.48;106.02;106.99
19780913;106.99;107.85;105.87;106.34
19780914;106.34;106.62;104.77;105.10
19780915;105.10;105.12;103.56;104.12
19780918;104.12;105.03;102.75;103.21
19780919;103.21;103.82;102.12;102.53
19780920;102.53;103.29;101.28;101.73
19780921;101.73;102.54;100.66;101.90
19780922;101.90;102.69;101.13;101.84
19780925;101.84;102.36;101.05;101.86
19780926;101.86;103.15;101.58;102.62
19780927;102.62;103.44;101.33;101.66
19780928;101.66;102.38;100.94;101.96
19780929;101.96;103.08;101.65;102.54
19781002;102.54;103.42;102.13;102.96
19781003;102.96;103.56;102.18;102.60
19781004;102.60;103.36;101.76;103.06
19781005;103.06;104.10;102.54;103.27
19781006;103.27;104.23;102.82;103.52
19781009;103.52;104.89;103.31;104.59
19781010;104.59;105.36;103.90;104.46
19781011;104.46;105.64;103.80;105.39
19781012;105.39;106.23;104.42;104.88
19781013;104.88;105.34;104.07;104.66
19781016;104.63;104.63;102.43;102.61
19781017;102.35;102.35;100.47;101.26
19781018;101.26;101.76;99.89;100.49
19781019;100.49;101.03;99.04;99.33
19781020;99.26;99.26;97.12;97.95
19781023;97.95;98.84;96.63;98.18
19781024;98.18;98.95;97.13;97.49
19781025;97.49;98.56;96.33;97.31
19781026;97.31;97.71;95.59;96.03
19781027;96.03;96.62;94.30;94.59
19781030;94.59;95.49;91.65;95.06
19781031;95.06;95.80;92.72;93.15
19781101;94.13;97.41;94.13;96.85
19781102;96.85;97.31;94.84;95.61
19781103;95.61;96.98;94.78;96.18
19781106;96.18;96.49;94.84;95.19
19781107;94.75;94.75;93.14;93.85
19781108;93.85;94.74;92.89;94.45
19781109;94.45;95.50;93.81;94.42
19781110;94.42;95.39;93.94;94.77
19781113;94.77;94.90;92.96;93.13
19781114;93.13;93.53;91.77;92.49
19781115;92.49;94;92.29;92.71
19781116;92.71;94.08;92.59;93.71
19781117;93.71;95.03;93.59;94.42
19781120;94.42;95.86;94.29;95.25
19781121;95.25;95.83;94.49;95.01
19781122;95.01;95.91;94.54;95.48
19781124;95.48;96.17;94.98;95.79
19781127;95.79;96.52;95.17;95.99
19781128;95.99;96.51;94.88;95.15
19781129;94.92;94.92;93.48;93.75
19781130;93.75;94.94;93.29;94.70
19781201;95.01;96.69;95.01;96.28
19781204;96.28;96.96;95.37;96.15
19781205;96.15;97.70;95.88;97.44
19781206;97.44;98.58;96.83;97.49
19781207;97.49;98.10;96.58;97.08
19781208;97.08;97.48;96.14;96.63
19781211;96.63;97.56;96.07;97.11
19781212;97.11;97.58;96.27;96.59
19781213;96.59;97.07;95.59;96.06
19781214;96.06;96.44;95.20;96.04
19781215;96.04;96.28;94.88;95.33
19781218;94.33;94.33;92.64;93.44
19781219;93.44;94.85;93.05;94.24
19781220;94.24;95.20;93.70;94.68
19781221;94.68;95.66;94.11;94.71
19781222;94.77;96.62;94.77;96.31
19781226;96.31;97.89;95.99;97.52
19781227;97.51;97.51;96.15;96.66
19781228;96.66;97.19;95.82;96.28
19781229;96.28;97.03;95.48;96.11
19790102;96.11;96.96;95.22;96.73
19790103;96.81;98.54;96.81;97.80
19790104;97.80;99.42;97.52;98.58
19790105;98.58;99.79;98.25;99.13
19790108;99.13;99.30;97.83;98.80
19790109;98.80;99.96;98.62;99.33
19790110;99.33;99.75;98.28;98.77
19790111;98.77;99.41;97.95;99.10
19790112;99.32;100.91;99.32;99.93
19790115;99.93;101.13;99.58;100.69
19790116;100.69;100.88;99.11;99.46
19790117;99.46;100;98.33;99.48
19790118;99.48;100.35;98.91;99.72
19790119;99.72;100.57;99.22;99.75
19790122;99.75;100.35;98.90;99.90
19790123;99.90;101.05;99.35;100.60
19790124;100.60;101.31;99.67;100.16
19790125;100.16;101.66;99.99;101.19
19790126;101.19;102.59;101.03;101.86
19790129;101.86;102.33;100.99;101.55
19790130;101.55;102.07;100.68;101.05
19790131;101.05;101.41;99.47;99.93
19790201;99.93;100.38;99.01;99.96
19790202;99.96;100.52;99.10;99.50
19790205;99.07;99.07;97.57;98.09
19790206;98.09;98.74;97.48;98.05
19790207;98.05;98.07;96.51;97.16
19790208;97.16;98.11;96.82;97.65
19790209;97.65;98.50;97.28;97.87
19790212;97.87;98.55;97.05;98.20
19790213;98.25;99.58;98.25;98.93
19790214;98.93;99.64;98.21;98.87
19790215;98.87;99.13;97.96;98.73
19790216;98.73;99.23;98.11;98.67
19790220;98.67;99.67;98.26;99.42
19790221;99.42;100.07;98.69;99.07
19790222;99.07;99.21;97.88;98.33
19790223;98.33;98.50;97.29;97.78
19790226;97.78;98.28;97.20;97.67
19790227;97.65;97.65;95.69;96.13
19790228;96.13;96.69;95.38;96.28
19790301;96.28;97.28;95.98;96.90
19790302;96.90;97.55;96.44;96.97
19790305;97.03;98.64;97.03;98.06
19790306;98.06;98.53;97.36;97.87
19790307;97.87;99.23;97.67;98.44
19790308;98.44;99.82;98.10;99.58
19790309;99.58;100.58;99.12;99.54
19790312;99.54;100.04;98.56;99.67
19790313;99.67;100.66;99.13;99.84
19790314;99.84;100.43;99.23;99.71
19790315;99.71;100.57;99.11;99.86
19790316;99.86;101.16;99.53;100.69
19790319;100.69;101.94;100.35;101.06
19790320;101.06;101.34;100.01;100.50
19790321;100.50;101.48;99.87;101.25
19790322;101.25;102.41;101.04;101.67
19790323;101.67;102.37;101.02;101.60
19790326;101.60;101.77;100.60;101.04
19790327;101.04;102.71;100.81;102.48
19790328;102.48;103.31;101.74;102.12
19790329;102.12;102.78;101.43;102.03
19790330;102.03;102.51;101.03;101.59
19790402;101.56;101.56;100.14;100.90
19790403;100.90;102.67;100.81;102.40
19790404;102.40;103.73;102.16;102.65
19790405;102.65;103.60;102.16;103.26
19790406;103.26;103.95;102.58;103.18
19790409;103.18;103.56;102.28;102.87
19790410;102.87;103.83;102.42;103.34
19790411;103.34;103.77;101.92;102.31
19790412;102.31;102.77;101.51;102
19790416;102;102.02;100.67;101.12
19790417;101.12;101.94;100.65;101.24
19790418;101.24;102.23;100.96;101.70
19790419;101.70;102.40;100.88;101.28
19790420;101.28;101.81;100.46;101.23
19790423;101.23;102;100.68;101.57
19790424;101.57;103.02;101.39;102.20
19790425;102.20;103.07;101.79;102.50
19790426;102.50;102.91;101.58;102.01
19790427;102.01;102.32;101.04;101.80
19790430;101.80;102.24;100.91;101.76
19790501;101.76;102.50;101.22;101.68
19790502;101.68;102.28;101;101.72
19790503;101.72;102.57;101.25;101.81
19790504;101.81;102.08;100.42;100.69
19790507;100.37;100.37;98.78;99.02
19790508;99.02;99.56;97.98;99.17
19790509;99.17;100.01;98.50;99.46
19790510;99.46;99.63;98.22;98.52
19790511;98.52;99.03;97.92;98.52
19790514;98.52;98.95;97.71;98.06
19790515;98.06;98.90;97.60;98.14
19790516;98.14;98.80;97.49;98.42
19790517;98.42;100.22;98.29;99.94
19790518;99.94;100.73;99.33;99.93
19790521;99.93;100.75;99.37;100.14
19790522;100.14;100.93;99.45;100.51
19790523;100.51;101.31;99.63;99.89
19790524;99.89;100.44;99.14;99.93
19790525;99.93;100.68;99.52;100.22
19790529;100.22;100.76;99.56;100.05
19790530;100.05;100.25;98.79;99.11
19790531;99.11;99.61;98.29;99.08
19790601;99.08;99.70;98.57;99.17
19790604;99.17;99.76;98.61;99.32
19790605;99.32;101.07;99.17;100.62
19790606;100.62;101.96;100.38;101.30
19790607;101.30;102.54;101.15;101.79
19790608;101.79;102.23;100.91;101.49
19790611;101.49;102.24;100.91;101.91
19790612;101.91;103.64;101.81;102.85
19790613;102.85;103.58;101.83;102.31
19790614;102.31;102.63;101.04;102.20
19790615;102.20;102.78;101.38;102.09
19790618;102.09;102.48;101.05;101.56
19790619;101.56;102.28;100.91;101.58
19790620;101.58;102.19;100.93;101.63
19790621;101.63;102.74;101.20;102.09
19790622;102.09;103.16;101.91;102.64
19790625;102.64;102.91;101.45;102.09
19790626;102.09;102.09;101.22;101.66
19790627;101.66;102.95;101.29;102.27
19790628;102.27;103.46;101.91;102.80
19790629;102.80;103.67;102.04;102.91
19790702;102.91;103;101.45;101.99
19790703;101.99;102.57;101.31;102.09
19790705;102.09;102.88;101.59;102.43
19790706;102.43;103.91;102.12;103.62
19790709;103.62;105.07;103.36;104.47
19790710;104.47;105.17;103.52;104.20
19790711;104.20;104.34;102.87;103.64
19790712;103.64;103.72;102.22;102.69
19790713;102.69;102.99;101.49;102.32
19790716;102.32;103.20;101.81;102.74
19790717;102.74;103.06;101.27;101.83
19790718;101.83;102.06;100.35;101.69
19790719;101.69;102.42;101.04;101.61
19790720;101.61;102.32;101.06;101.82
19790723;101.82;102.13;100.84;101.59
19790724;101.59;102.50;101.14;101.97
19790725;101.97;103.44;101.85;103.08
19790726;103.08;103.63;102.34;103.10
19790727;103.10;103.50;102.29;103.10
19790730;103.10;103.63;102.42;103.15
19790731;103.15;104.26;102.89;103.81
19790801;103.81;104.57;103.14;104.17
19790802;104.17;105.02;103.59;104.10
19790803;104.10;104.56;103.36;104.04
19790806;104.04;104.66;103.27;104.30
19790807;104.30;106.23;104.12;105.65
19790808;105.65;106.84;105.20;105.98
19790809;105.98;106.25;104.89;105.49
19790810;105.49;106.79;104.81;106.40
19790813;106.40;107.90;106.28;107.42
19790814;107.42;108.03;106.60;107.52
19790815;107.52;108.64;106.75;108.25
19790816;108.25;109.18;107.38;108.09
19790817;108.09;108.94;107.25;108.30
19790820;108.30;109.32;107.69;108.83
19790821;108.83;109.68;108.17;108.91
19790822;108.91;109.56;108.09;108.99
19790823;108.99;109.59;108.12;108.63
19790824;108.63;109.11;107.65;108.60
19790827;108.60;109.84;108.12;109.14
19790828;109.14;109.65;108.47;109.02
19790829;109.02;109.59;108.36;109.02
19790830;109.02;109.59;108.40;109.02
19790831;109.02;109.80;108.58;109.32
19790904;109.32;109.41;107.22;107.44
19790905;107.19;107.19;105.38;106.40
19790906;106.40;107.61;105.97;106.85
19790907;106.85;108.09;106.30;107.66
19790910;107.66;108.71;107.21;108.17
19790911;108.17;108.83;106.80;107.51
19790912;107.51;108.41;106.72;107.82
19790913;107.82;108.53;107.06;107.85
19790914;107.85;109.48;107.42;108.76
19790917;108.76;110.06;108.40;108.84
19790918;108.84;109;107.32;108
19790919;108;109.02;107.52;108.28
19790920;108.28;110.69;107.59;110.51
19790921;110.51;111.58;109.46;110.47
19790924;110.47;110.90;109.16;109.61
19790925;109.61;110.19;108.27;109.68
19790926;109.68;111.25;109.37;109.96
19790927;109.96;110.75;109.19;110.21
19790928;110.21;110.67;108.70;109.32
19791001;109.19;109.19;107.70;108.56
19791002;108.56;110.08;108.03;109.59
19791003;109.59;110.43;108.88;109.59
19791004;109.59;110.81;109.14;110.17
19791005;110.17;112.16;110.16;111.27
19791008;111.27;111.83;109.65;109.88
19791009;109.43;109.43;106.04;106.63
19791010;106.23;106.23;102.31;105.30
19791011;105.30;106.33;103.70;105.05
19791012;105.05;106.20;104.01;104.49
19791015;104.49;104.74;102.69;103.36
19791016;103.36;104.37;102.52;103.19
19791017;103.19;104.54;102.74;103.39
19791018;103.39;104.62;102.92;103.61
19791019;103.58;103.58;101.24;101.60
19791022;101.38;101.38;99.06;100.71
19791023;100.71;101.44;99.61;100.28
19791024;100.28;101.45;99.66;100.44
19791025;100.44;101.39;99.56;100
19791026;100;101.31;99.59;100.57
19791029;100.57;101.56;100.13;100.71
19791030;100.71;102.83;100.41;102.67
19791031;102.67;103.16;101.38;101.82
19791101;101.82;103.07;101.10;102.57
19791102;102.57;103.21;101.92;102.51
19791105;102.51;102.66;101.24;101.82
19791106;101.82;102.01;100.77;101.20
19791107;100.97;100.97;99.42;99.87
19791108;99.87;101;99.49;100.30
19791109;100.58;102.18;100.58;101.51
19791112;101.51;103.72;101.27;103.51
19791113;103.51;104.21;102.42;102.94
19791114;102.94;104.13;101.91;103.39
19791115;103.39;104.94;103.10;104.13
19791116;104.13;104.72;103.07;103.79
19791119;103.79;105.08;103.17;104.23
19791120;104.23;105.11;103.14;103.69
19791121;103.69;104.23;102.04;103.89
19791123;103.89;105.13;103.56;104.67
19791126;104.83;107.44;104.83;106.80
19791127;106.80;107.89;105.64;106.38
19791128;106.38;107.55;105.29;106.77
19791129;106.77;107.84;106.17;106.81
19791130;106.81;107.16;105.56;106.16
19791203;106.16;106.65;105.07;105.83
19791204;105.83;107.25;105.66;106.79
19791205;106.79;108.36;106.60;107.25
19791206;107.25;108.47;106.71;108
19791207;108;109.24;106.55;107.52
19791210;107.52;108.27;106.65;107.67
19791211;107.67;108.58;106.79;107.49
19791212;107.49;108.32;106.78;107.52
19791213;107.52;108.29;106.68;107.67
19791214;107.67;109.49;107.37;108.92
19791217;108.92;110.33;108.36;109.33
19791218;109.33;109.83;107.83;108.30
19791219;108.30;108.79;107.02;108.20
19791220;108.20;109.24;107.40;108.26
19791221;108.26;108.76;106.99;107.59
19791224;107.59;108.08;106.80;107.66
19791226;107.66;108.37;107.06;107.78
19791227;107.78;108.50;107.14;107.96
19791228;107.96;108.61;107.16;107.84
19791231;107.84;108.53;107.26;107.94
19800102;107.94;108.43;105.29;105.76
19800103;105.76;106.08;103.26;105.22
19800104;105.22;107.08;105.09;106.52
19800107;106.52;107.80;105.80;106.81
19800108;106.81;109.29;106.29;108.95
19800109;108.95;111.09;108.41;109.05
19800110;109.05;110.86;108.47;109.89
19800111;109.89;111.16;108.89;109.92
19800114;109.92;111.44;109.34;110.38
19800115;110.38;111.93;109.45;111.14
19800116;111.14;112.90;110.38;111.05
19800117;111.05;112.01;109.81;110.70
19800118;110.70;111.74;109.88;111.07
19800121;111.07;112.90;110.66;112.10
19800122;112.10;113.10;110.92;111.51
19800123;111.51;113.93;110.93;113.44
19800124;113.44;115.27;112.95;113.70
19800125;113.70;114.45;112.36;113.61
19800128;113.61;115.65;112.93;114.85
19800129;114.85;115.77;113.03;114.07
19800130;114.07;115.85;113.37;115.20
19800131;115.20;117.17;113.78;114.16
19800201;114.16;115.54;113.13;115.12
19800204;115.12;116.01;113.83;114.37
19800205;114.37;115.25;112.15;114.66
19800206;114.66;116.57;113.65;115.72
19800207;115.72;117.87;115.22;116.28
19800208;116.28;118.66;115.72;117.95
19800211;117.95;119.05;116.31;117.12
19800212;117.12;118.41;115.75;117.90
19800213;117.90;120.22;117.57;118.44
19800214;118.44;119.30;116.04;116.72
19800215;116.70;116.70;114.12;115.41
19800219;115.41;115.67;113.35;114.60
19800220;114.60;117.18;114.06;116.47
19800221;116.47;117.90;114.44;115.28
19800222;115.28;116.46;113.43;115.04
19800225;114.93;114.93;112.62;113.33
19800226;113.33;114.76;112.30;113.98
19800227;113.98;115.12;111.91;112.38
19800228;112.38;113.70;111.33;112.35
19800229;112.35;114.12;111.77;113.66
19800303;113.66;114.34;112.01;112.50
19800304;112.50;113.41;110.83;112.78
19800305;112.78;113.94;110.58;111.13
19800306;111.13;111.29;107.85;108.65
19800307;108.65;108.96;105.99;106.90
19800310;106.90;107.86;104.92;106.51
19800311;106.51;108.54;106.18;107.78
19800312;107.78;108.40;105.42;106.87
19800313;106.87;107.55;105.10;105.62
19800314;105.62;106.49;104.01;105.43
19800317;105.23;105.23;101.82;102.26
19800318;102.26;104.71;101.14;104.10
19800319;104.10;105.72;103.35;104.31
19800320;104.31;105.17;102.52;103.12
19800321;103.12;103.73;101.55;102.31
19800324;102.18;102.18;98.88;99.28
19800325;99.28;100.58;97.89;99.19
19800326;99.19;101.22;98.10;98.68
19800327;98.68;99.58;94.23;98.22
19800328;98.22;101.43;97.72;100.68
19800331;100.68;102.65;100.02;102.09
19800401;102.09;103.28;100.85;102.18
19800402;102.18;103.87;101.45;102.68
19800403;102.68;103.34;101.31;102.15
19800407;102.15;102.27;99.73;100.19
19800408;100.19;101.88;99.23;101.20
19800409;101.20;103.60;101.01;103.11
19800410;103.11;105;102.81;104.08
19800411;104.08;105.15;103.20;103.79
19800414;103.79;103.92;102.08;102.84
19800415;102.84;103.94;101.85;102.63
19800416;102.63;104.42;101.13;101.54
19800417;101.54;102.21;100.12;101.05
19800418;101.05;102.07;99.97;100.55
19800421;100.55;101.26;98.95;99.80
19800422;100.81;104.02;100.81;103.43
19800423;103.43;105.11;102.81;103.73
19800424;103.73;105.43;102.93;104.40
19800425;104.40;105.57;103.02;105.16
19800428;105.16;106.79;104.64;105.64
19800429;105.64;106.70;104.86;105.86
19800430;105.86;106.72;104.50;106.29
19800501;106.29;106.86;104.72;105.46
19800502;105.46;106.25;104.61;105.58
19800505;105.58;106.83;104.64;106.38
19800506;106.38;107.83;105.36;106.25
19800507;106.25;108.12;105.83;107.18
19800508;107.18;108.02;105.50;106.13
19800509;106.13;106.20;104.18;104.72
19800512;104.72;105.48;103.50;104.78
19800513;104.78;106.76;104.44;106.30
19800514;106.30;107.89;106;106.85
19800515;106.85;107.99;106.07;106.99
19800516;106.99;107.89;106.25;107.35
19800519;107.35;108.43;106.51;107.67
19800520;107.67;108.39;106.75;107.62
19800521;107.62;108.31;106.54;107.72
19800522;107.72;109.73;107.34;109.01
19800523;109.01;111.37;109.01;110.62
19800527;110.62;112.30;110.35;111.40
19800528;111.40;112.72;110.42;112.06
19800529;112.06;112.64;109.86;110.27
19800530;110.27;111.55;108.87;111.24
19800602;111.24;112.15;110.06;110.76
19800603;110.76;111.63;109.77;110.51
19800604;110.51;113.45;110.22;112.61
19800605;112.61;114.38;111.89;112.78
19800606;112.78;114.01;112.11;113.20
19800609;113.20;114.51;112.68;113.71
19800610;113.71;115.50;113.17;114.66
19800611;114.66;116.64;114.22;116.02
19800612;116.02;117.01;114.28;115.52
19800613;115.52;116.94;114.67;115.81
19800616;115.81;116.80;114.78;116.09
19800617;116.09;117.16;115.13;116.03
19800618;116.03;116.84;114.77;116.26
19800619;116.26;116.81;114.36;114.66
19800620;114.66;114.90;113.12;114.06
19800623;114.06;115.28;113.35;114.51
19800624;114.51;115.75;113.76;115.14
19800625;115.14;117.37;115.07;116.72
19800626;116.72;117.98;115.58;116.19
19800627;116.19;116.93;115.06;116
19800630;116;116.04;113.55;114.24
19800701;114.24;115.45;113.54;114.93
19800702;114.93;116.44;114.36;115.68
19800703;115.68;117.80;115.49;117.46
19800707;117.46;118.85;116.96;118.29
19800708;118.29;119.11;117.07;117.84
19800709;117.84;119.52;117.10;117.98
19800710;117.98;118.57;116.38;116.95
19800711;116.95;118.38;116.29;117.84
19800714;117.84;120.37;117.45;120.01
19800715;120.01;121.56;118.85;119.30
19800716;119.30;120.87;118.54;119.63
19800717;119.63;121.84;119.43;121.44
19800718;121.44;123.19;120.88;122.04
19800721;122.04;123.15;120.85;122.51
19800722;122.51;123.90;121.38;122.19
19800723;122.19;123.26;120.93;121.93
19800724;121.93;122.98;120.83;121.79
19800725;121.79;121.96;119.94;120.78
19800728;120.78;122.02;119.78;121.43
19800729;121.43;122.99;120.76;122.40
19800730;122.40;123.93;121.16;122.23
19800731;122.23;122.34;119.40;121.67
19800801;121.67;122.38;120.08;121.21
19800804;121.21;121.63;119.42;120.98
19800805;120.98;122.09;119.96;120.74
19800806;120.74;122.01;119.94;121.55
19800807;121.66;123.84;121.66;123.30
19800808;123.30;125.23;122.82;123.61
19800811;123.61;125.31;122.85;124.78
19800812;124.78;125.78;123.29;123.79
19800813;123.79;124.67;122.49;123.28
19800814;123.28;125.62;122.68;125.25
19800815;125.25;126.61;124.57;125.72
19800818;125.28;125.28;122.82;123.39
19800819;123.39;124;121.97;122.60
19800820;122.60;124.27;121.91;123.77
19800821;123.77;125.99;123.61;125.46
19800822;125.46;127.78;125.18;126.02
19800825;126.02;126.28;124.65;125.16
19800826;125.16;126.29;124.01;124.84
19800827;124.84;124.98;122.93;123.52
19800828;123.52;123.91;121.61;122.08
19800829;122.08;123.01;121.06;122.38
19800902;122.38;124.36;121.79;123.74
19800903;123.87;126.43;123.87;126.12
19800904;126.12;127.70;124.42;125.42
19800905;125.42;126.12;124.08;124.88
19800908;124.88;125.67;122.78;123.31
19800909;123.31;124.52;121.94;124.07
19800910;124.07;125.95;123.60;124.81
19800911;124.81;126.48;124.19;125.66
19800912;125.66;126.75;124.72;125.54
19800915;125.54;126.35;124.09;125.67
19800916;125.67;127.78;125.15;126.74
19800917;126.74;129.68;126.37;128.87
19800918;128.87;130.38;127.63;128.40
19800919;128.40;130.33;127.57;129.25
19800922;129.25;130.99;127.89;130.40
19800923;130.40;132.17;128.55;129.43
19800924;129.43;131.34;128.45;130.37
19800925;130.37;131.53;128.13;128.72
19800926;128.17;128.17;125.29;126.35
19800929;125.41;125.41;122.87;123.54
19800930;123.54;126.09;123.54;125.46
19801001;125.46;127.88;124.66;127.13
19801002;127.13;128.82;126.04;128.09
19801003;128.09;130.44;127.65;129.33
19801006;129.35;132.38;129.35;131.73
19801007;131.73;132.88;130.10;131
19801008;131;132.78;130.28;131.65
19801009;131.65;132.65;130.25;131.04
19801010;131.04;132.15;129.58;130.29
19801013;130.29;132.46;129.37;132.03
19801014;132.03;133.57;131.16;132.02
19801015;132.02;134.35;131.59;133.70
19801016;133.70;135.88;131.64;132.22
19801017;132.22;133.07;130.22;131.52
19801020;131.52;133.21;130.04;132.61
19801021;132.61;134.01;130.78;131.84
